ISBN,Title,Author,Genre,Publication Year,Copies Available,Acquisition Date,Status,ISBN_valid
978-1-02-998293-5,Programmable systemic concept,Mr Graham Thomas,Children,2018,2,2025-04-19,Checked Out,True
978-1-910274-89-7,Polarized holistic capacity,Dr Stuart Burton,Young Adult,1968,3,2016-09-24,Available,True
978-1-62890-696-7,Profit-focused discrete artificial intelligence,Laura Knowles,Young Adult,2008,5,2021-07-13,Available,True
978-1-279-22130-3,Compatible methodical conglomeration,Marie Berry,Fiction,1960,5,2024-08-31,Checked Out,True
978-0-421-20625-0,Visionary grid-enabled conglomeration,Mark Webb,Non-Fiction,2007,0,2023-10-20,Checked Out,True
978-0-7109-0554-3,Horizontal static toolset,Benjamin Phillips,Children,1962,4,2017-08-29,Damaged,True
978-0-7427-9153-4,Upgradable directional utilization,Ms Emma Stevens,Young Adult,1993,6,2018-05-24,Missing,True
978-1-08-756625-2,Monitored intermediate architecture,Thomas Kirk,Reference,2003,3,2019-01-07,Damaged,True
978-0-459-92789-9,Fully-configurable systematic protocol,Mr Benjamin Reed,Fiction,1980,7,2024-03-28,Missing,True
978-1-4874-1116-9,Triple-buffered mobile paradigm,Joe Evans-Reid,Reference,2018,7,2025-05-22,Available,True
978-0-654-34674-7,Assimilated attitude-oriented data-warehouse,Angela Moore-Hughes,Reference,1953,5,2017-07-05,Checked Out,True
978-0-226-11238-1,Future-proofed systematic knowledgebase,Mrs Hannah Morton,Reference,1973,8,2020-08-25,Missing,True
978-0-243-52348-1,Object-based contextually-based productivity,Donald Jones,Reference,1959,2,2017-09-11,Checked Out,True
978-1-4928-5063-2,Optimized 24/7 implementation,Mr Leonard Thompson,Non-Fiction,1999,5,2016-04-25,Damaged,True
978-0-265-77607-0,Re-contextualized uniform Internet solution,Brenda Arnold-Turner,Children,1974,10,2017-10-06,Damaged,True
978-1-929138-94-4,Compatible non-volatile paradigm,Ann Doherty-Hughes,Young Adult,1984,4,2017-05-10,Reserved,True
9781557091741,Total asymmetric productivity,Karl Collins,Fiction,1970,10,2022-03-07,Reserved,True
978-1-03-872475-5,Implemented multi-tasking model,Nicholas Booth,Young Adult,1969,2,2019-08-20,Checked Out,True
978-1-324-07436-6,Configurable fresh-thinking middleware,Shannon Chambers-Brookes,Fiction,2019,10,2017-12-02,Checked Out,True
978-0-7267-8870-3,Open-source zero administration workforce,Dr Matthew Vaughan,Children,2002,4,2015-10-27,Reserved,True
9780662747680,Monitored mission-critical frame,Mr Brandon Clark,Non-Fiction,2022,10,2022-11-01,Damaged,True
978-0-86138-333-7,Re-engineered fresh-thinking intranet,Marcus Roberts,Fiction,1976,8,2019-07-10,Available,True
978-0-337-25784-1,Assimilated object-oriented adapter,Lynn Morgan,Young Adult,1959,8,2021-04-04,Damaged,True
978-0-11-370807-9,Re-engineered responsive toolset,Alan Allen,Fiction,2005,9,2024-12-07,Missing,True
978-0-14-243163-4,Fundamental actuating open architecture,Kevin Houghton,Non-Fiction,1983,5,2020-08-02,Available,True
978-0-85744-821-7,Function-based mission-critical flexibility,Tony Smith-Clarke,Fiction,1999,10,2020-12-04,Missing,True
978-0-7205-0914-4,Devolved client-driven definition,Mrs Paige Poole,Non-Fiction,2016,2,2024-05-29,Missing,True
978-1-351-53692-9,Enterprise-wide asynchronous attitude,Dr Jonathan Baker,Non-Fiction,1959,6,2016-03-06,Checked Out,True
978-1-4810-4430-1,Robust explicit leverage,Sean King,Reference,2016,6,2016-07-15,Available,True
978-1-258-42758-0,Customizable system-worthy firmware,William Griffiths,Children,1973,7,2023-04-04,Missing,True
978-1-993888-64-6,Open-source hybrid encoding,Dr Angela Pearson,Children,2013,1,2021-04-06,Available,True
978-1-02-187376-7,Extended full-range access,Gary Smith-Ford,Non-Fiction,2003,10,2023-08-15,Checked Out,True
978-0-7453-3145-4,Fully-configurable contextually-based superstructure,Mr Antony Powell,Fiction,1996,6,2021-03-03,Missing,True
978-0-202-96978-7,Integrated context-sensitive installation,Abbie Fowler,Children,2003,2,2017-05-10,Reserved,True
978-0-357-75016-2,Horizontal object-oriented encryption,Dr Iain Smith,Fiction,2024,6,2023-01-15,Missing,True
978-1-85234-300-2,Quality-focused zero-defect knowledgebase,Mr Ian Robinson,Children,1959,2,2017-02-09,Checked Out,True
978-1-271-68350-5,Distributed regional paradigm,Ryan Mahmood,Children,1971,8,2016-08-27,Missing,True
978-1-4550-5617-0,Advanced high-level software,Dr Scott Stewart,Reference,2024,10,2024-01-20,Available,True
978-0-86700-626-1,Team-oriented dedicated hierarchy,Mrs Sophie Lee,Reference,2015,8,2015-12-06,Damaged,True
978-1-67887-422-3,Horizontal composite flexibility,Mr Clive Wells,Fiction,2017,1,2018-05-01,Available,True
978-1-9781-1875-1,Business-focused needs-based budgetary management,Marc Jones,Fiction,2008,1,2023-10-06,Reserved,True
978-0-332-45395-8,Exclusive didactic standardization,Joanne O'Brien,Reference,1972,3,2023-02-03,Damaged,True
978-0-85255-116-5,Synergistic system-worthy analyzer,Russell Smith,Fiction,1981,6,2016-08-01,Missing,True
978-0-236-85151-5,Open-source explicit policy,Steven Metcalfe,Fiction,2014,10,2016-04-17,Reserved,True
978-0-10-447683-3,Progressive global structure,Richard Robinson,Reference,2014,4,2019-01-23,Reserved,True
978-0-342-71050-8,Reverse-engineered 6thgeneration monitoring,Gerald Lees,Children,1976,7,2016-06-16,Checked Out,True
978-1-275-42431-9,Versatile zero administration initiative,Rachel Mills,Fiction,1975,2,2023-02-20,Damaged,True
978-1-365-11238-6,Persevering 5thgeneration architecture,Mrs Angela Smith,Young Adult,2013,6,2018-09-28,Checked Out,True
978-1-77918-543-3,Quality-focused systemic strategy,Vanessa Ford,Reference,1978,1,2022-06-01,Missing,True
978-1-4209-1418-4,Reduced intangible hub,Alison Chadwick,Fiction,2014,0,2022-11-27,Reserved,True
978-0-04-763398-0,Intuitive needs-based encoding,Scott Brown-Sheppard,Non-Fiction,2015,4,2023-04-24,Checked Out,True
978-0-13-784326-8,Business-focused actuating data-warehouse,Diane Pearce-Powell,Fiction,2010,9,2016-08-18,Damaged,True
978-0-7529-8969-3,Object-based attitude-oriented success,Tony Coates,Children,1998,8,2024-12-17,Reserved,True
978-0-88703-373-5,Operative dedicated installation,Ms Stacey Poole,Non-Fiction,1965,8,2021-10-20,Available,True
978-1-03-314094-9,Self-enabling executive alliance,Janice Graham,Reference,1954,1,2022-06-14,Missing,True
9780923438562,Switchable scalable encoding,Mr Donald Sheppard,Young Adult,1985,7,2022-02-06,Checked Out,True
978-0-377-76585-6,Adaptive solution-oriented emulation,Paige Oliver,Reference,1961,3,2018-12-08,Available,True
978-1-262-15438-0,Managed directional application,Helen Pollard-Knight,Fiction,1970,6,2020-09-02,Reserved,True
978-1-02-339218-1,Monitored didactic leverage,Jack Smith-Jones,Reference,2006,4,2024-05-17,Damaged,True
978-0-288-09680-3,Proactive heuristic orchestration,Amber Mann,Fiction,1977,0,2021-12-10,Checked Out,True
978-0-250-38682-6,Organized homogeneous adapter,Adrian Miller,Non-Fiction,1963,2,2020-10-17,Available,True
978-0-498-52057-0,Ergonomic intermediate flexibility,Damian Roberts,Young Adult,2017,1,2019-04-22,Damaged,True
978-1-322-24309-2,Horizontal heuristic open architecture,Julie Carter,Fiction,1989,2,2021-03-28,Checked Out,True
978-1-82539-478-9,Realigned bi-directional open architecture,Carole Naylor-Rogers,Non-Fiction,2013,5,2021-09-10,Missing,True
978-1-883762-65-0,Streamlined analyzing throughput,Dennis Smith,Reference,2020,1,2017-12-10,Available,True
978-0-390-27094-8,Programmable transitional strategy,Miss Beth Edwards,Reference,1990,9,2023-01-29,Checked Out,True
978-1-911689-76-8,Progressive transitional database,Hayley Metcalfe,Fiction,2003,3,2022-03-05,Available,True
978-1-83192-927-2,Extended 4thgeneration circuit,Bradley Ward,Children,1964,6,2021-03-31,Reserved,True
978-0-09-421659-4,Ergonomic bi-directional hierarchy,Adrian Wright,Non-Fiction,2008,2,2015-12-22,Damaged,True
978-0-19-776507-4,Customizable tertiary process improvement,Donald Phillips-Sykes,Fiction,2020,9,2022-04-03,Available,True
978-0-921759-03-4,Total reciprocal analyzer,Gillian Walker,Fiction,2023,5,2023-11-15,Checked Out,True
978-0-284-53732-4,Open-source dedicated matrices,Dr Jamie Robertson,Fiction,1955,0,2016-03-20,Available,True
978-1-4443-7755-2,Horizontal static customer loyalty,John Frost,Young Adult,1973,5,2023-05-13,Available,True
978-1-959611-44-8,Secured solution-oriented policy,Mrs Sarah North,Non-Fiction,2000,10,2016-04-23,Checked Out,True
978-0-258-56646-6,Ameliorated content-based circuit,Bernard Hughes,Non-Fiction,1974,8,2018-12-25,Available,True
978-1-5296-7824-6,Secured zero-defect toolset,Aaron Knowles,Fiction,1977,10,2018-09-29,Damaged,True
9781528077347,Inverse user-facing attitude,Lauren Clarke,Fiction,1972,0,2019-11-11,Missing,True
978-0-8359-3994-2,User-centric empowering alliance,Frank Wilkins,Reference,1961,9,2021-08-31,Reserved,True
978-1-953300-50-8,Optional neutral collaboration,Mrs Suzanne Smith,Fiction,1959,4,2021-11-09,Damaged,True
978-0-7777-5763-5,Networked responsive ability,Jayne Jones,Reference,1999,1,2017-02-23,Checked Out,True
9780961357993,Networked even-keeled access,Mr Marc Smith,Young Adult,1954,7,2018-01-14,Damaged,True
978-1-85038-944-6,User-friendly object-oriented standardization,Darren Clayton,Non-Fiction,2012,2,2025-04-22,Available,True
978-0-548-85752-6,Virtual client-driven knowledge user,Brenda Stone,Children,1996,0,2016-12-03,Missing,True
978-0-9571414-7-6,Reduced empowering functionalities,Kathleen Wilson,Reference,1950,6,2016-09-22,Checked Out,True
978-0-02-215175-1,Customizable disintermediate hub,Joseph Waters,Children,1979,3,2018-10-28,Checked Out,True
978-0-09-520591-7,Stand-alone zero administration knowledge user,Gareth Williamson,Children,1953,1,2024-09-12,Damaged,True
978-1-965558-47-8,Decentralized disintermediate encryption,Mrs Natalie Johnson,Non-Fiction,2003,2,2022-08-24,Reserved,True
978-0-557-63065-3,Persistent 24/7 database,Lydia Davies,Fiction,1954,4,2016-09-10,Missing,True
9781738669325,Open-source radical solution,Marian Day,Children,1998,1,2025-07-30,Damaged,True
978-0-9812489-4-3,Innovative 6thgeneration hub,Judith Murray,Non-Fiction,1954,5,2022-07-21,Available,True
978-1-85567-395-3,Face-to-face next generation knowledge user,Hazel Wall-Smith,Children,1962,3,2025-09-16,Checked Out,True
978-0-397-36911-9,Synergistic maximized product,Miss Joan Richardson,Non-Fiction,1953,9,2018-05-27,Damaged,True
978-1-308-06864-0,Automated dynamic Graphic Interface,Ms Gemma Johnson,Young Adult,1975,0,2020-09-22,Missing,True
978-0-476-52538-2,Optimized upward-trending structure,Julie Ali,Non-Fiction,1987,0,2023-08-31,Damaged,True
978-0-921019-97-8,Fully-configurable zero tolerance superstructure,Gerard Clark,Children,1961,10,2022-06-22,Checked Out,True
978-0-593-63280-2,Multi-layered static collaboration,Dr Sharon Preston,Children,2022,10,2017-10-08,Damaged,True
978-0-328-99433-5,Organic non-volatile utilization,Ms Lynda Jones,Young Adult,1993,3,2022-10-20,Checked Out,True
978-1-72323-216-9,User-friendly mission-critical moratorium,Donald Ahmed,Reference,1956,3,2021-08-02,Damaged,True
978-0-10-745414-2,Fully-configurable non-volatile hub,Mr Damien Williams,Non-Fiction,2016,5,2025-01-02,Damaged,True
978-0-7290-9920-2,Streamlined attitude-oriented initiative,Ms Janice Hamilton,Children,1975,3,2023-03-13,Missing,True
978-1-66283-073-0,Focused multi-state throughput,Kate Morris-Barry,Fiction,1990,8,2022-01-25,Available,True
978-1-182-52822-3,Inverse zero-defect conglomeration,Martin Hayward,Fiction,1953,8,2016-12-29,Reserved,True
978-0-10-442385-1,Right-sized directional benchmark,Molly Smith-Jones,Fiction,2000,2,2023-10-30,Damaged,True
978-0-446-72124-0,Public-key solution-oriented orchestration,Dale Bradshaw,Young Adult,1996,0,2016-10-16,Available,True
978-1-385-97158-1,Switchable homogeneous orchestration,Carl Morris,Children,2005,8,2018-09-05,Checked Out,True
978-0-04-319809-4,Reduced dynamic leverage,Miss Paula Khan,Fiction,1984,6,2024-12-22,Reserved,True
978-0-618-02429-2,Robust zero administration ability,June Akhtar,Fiction,1952,3,2024-02-15,Missing,True
978-0-03-113995-5,Multi-lateral client-driven projection,Dr Jeremy Marsh,Children,1997,5,2019-04-25,Missing,True
978-0-87273-941-3,Networked motivating support,Timothy Thomas,Children,1999,4,2017-01-24,Checked Out,True
978-0-922575-55-8,Sharable coherent budgetary management,Dr Gregory Price,Fiction,1962,8,2024-02-06,Available,True
978-1-5086-3767-7,Secured human-resource process improvement,Gareth Collins-Taylor,Reference,1952,2,2021-10-01,Checked Out,True
978-0-8138-0220-6,Persevering tertiary flexibility,Mr Keith Miller,Non-Fiction,1950,1,2016-03-21,Damaged,True
978-0-514-98422-5,Public-key optimal artificial intelligence,Carly O'Neill,Children,1963,9,2022-11-10,Missing,True
978-0-7907-8347-5,Face-to-face incremental flexibility,Ms Melanie Davies,Reference,1950,6,2020-09-15,Available,True
978-0-2280-7402-1,Streamlined contextually-based focus group,Dr Clive Cole,Reference,1964,7,2019-11-24,Reserved,True
978-0-246-97486-0,Profit-focused upward-trending standardization,Debra Smith-O'Sullivan,Fiction,2008,5,2018-02-23,Available,True
978-1-00-259267-0,Inverse tertiary knowledgebase,Lisa Chapman,Reference,1970,6,2018-01-30,Damaged,True
978-0-7152-3361-0,Right-sized didactic instruction set,Alan Harris,Young Adult,1995,0,2018-12-24,Reserved,True
978-0-234-33579-6,Open-architected asynchronous product,Mr Nicholas Jones,Young Adult,1962,6,2025-10-02,Checked Out,True
978-0-453-40482-2,De-engineered zero-defect implementation,Rita Patel,Non-Fiction,2015,10,2025-10-09,Reserved,True
9781128437329,Customizable well-modulated functionalities,Ryan Bolton,Non-Fiction,2005,5,2017-01-11,Damaged,True
9780608431703,Focused fault-tolerant info-mediaries,Miss Lindsey Macdonald,Reference,2021,10,2025-01-02,Damaged,True
978-1-179-27371-6,Universal systemic collaboration,Terence Wheeler-Hawkins,Non-Fiction,1951,2,2022-09-22,Available,True
978-1-311-22918-2,Intuitive exuding interface,Max Bennett,Children,2021,7,2020-03-12,Available,True
9780537771833,Universal attitude-oriented infrastructure,Barry Sims-Jones,Fiction,1979,6,2023-12-15,Reserved,True
978-1-270-12680-5,Open-architected bi-directional encoding,Lynn Davis,Non-Fiction,1986,7,2022-01-22,Damaged,True
978-1-07-516043-1,Networked client-server functionalities,Louise Lowe,Children,1961,4,2017-03-30,Reserved,True
9780236923854,Reverse-engineered optimizing artificial intelligence,Dr Sharon Pearce,Non-Fiction,2010,1,2021-09-28,Missing,True
978-1-56292-721-9,Cloned asymmetric emulation,Danielle Rogers,Young Adult,1987,5,2021-01-17,Checked Out,True
9781263481423,Cross-platform bi-directional encryption,Lynda Wilson-Foster,Fiction,1987,5,2023-07-07,Missing,True
9780289891964,Integrated system-worthy secured line,Garry Tucker,Children,1995,0,2015-10-21,Missing,True
9780389320609,Progressive methodical utilization,Ms Natalie Wilson,Fiction,1956,2,2024-02-02,Missing,True
978-0-901981-46-2,Switchable human-resource solution,Miss Amber Hopkins,Fiction,2004,9,2021-09-05,Reserved,True
978-0-85162-861-5,Managed zero administration benchmark,Rachel Edwards,Children,2010,3,2017-06-08,Reserved,True
978-0-558-58783-3,Face-to-face heuristic complexity,Paul Phillips,Young Adult,1982,2,2019-07-16,Damaged,True
978-1-219-97384-2,Decentralized dynamic capability,Gerald Patel,Non-Fiction,1982,3,2021-12-17,Damaged,True
9781787018174,Versatile multi-tasking monitoring,Christian Watts,Fiction,1954,9,2016-03-05,Available,True
978-0-463-65589-4,Multi-layered 5thgeneration support,Liam Atkins,Reference,2016,2,2019-12-10,Reserved,True
978-0-633-34438-2,Monitored fault-tolerant service-desk,Mr Leonard Johnson,Children,1957,10,2023-07-01,Missing,True
978-1-82356-562-4,Mandatory fault-tolerant structure,Valerie Carter,Fiction,1983,6,2016-03-28,Reserved,True
978-1-82405-912-2,Mandatory uniform productivity,Ian Parker,Young Adult,1955,2,2023-02-28,Checked Out,True
978-0-7524-4007-1,Synergized non-volatile matrix,Glen Johnson-Porter,Young Adult,1950,7,2016-10-20,Reserved,True
978-1-342-15199-5,Optimized contextually-based projection,Stephanie Ahmed-Dickinson,Fiction,2012,0,2025-01-24,Damaged,True
978-1-4843-5091-1,Enhanced zero-defect interface,Aimee Collins,Fiction,1971,2,2016-08-29,Reserved,True
978-0-679-32891-9,Synergistic dedicated info-mediaries,Bruce Chapman,Non-Fiction,1992,5,2022-04-14,Checked Out,True
978-0-364-83668-2,Multi-channeled systemic success,Ms Mary King,Fiction,1974,4,2024-06-10,Available,True
978-0-9855794-6-3,Profit-focused object-oriented service-desk,Glenn Oliver,Young Adult,2003,2,2018-05-01,Checked Out,True
978-1-229-24978-4,Seamless optimizing help-desk,Mr Sean Lewis,Reference,1953,9,2016-04-25,Reserved,True
978-1-180-23661-8,Intuitive empowering analyzer,Grace Ahmed,Children,1958,7,2025-02-02,Reserved,True
978-0-312-47975-6,Extended needs-based data-warehouse,Mohammed Powell,Children,1954,1,2024-11-14,Damaged,True
978-1-02-294058-1,Focused composite capability,Ms Lynda Burns,Non-Fiction,2007,9,2022-05-17,Available,True
978-1-56965-120-9,Cross-group intangible encoding,Mr Declan Jenkins,Children,2020,4,2019-05-31,Missing,True
978-0-458-12691-0,Persevering stable function,Rebecca Jones,Non-Fiction,2020,1,2019-06-29,Damaged,True
978-1-119-04828-2,Inverse system-worthy matrices,Abigail Reed,Non-Fiction,1976,3,2025-04-14,Missing,True
978-0-7085-1845-8,Automated impactful application,Dr Connor Brown,Young Adult,1963,0,2023-10-06,Missing,True
978-0-01-452244-6,Configurable transitional function,Judith Edwards,Non-Fiction,2024,6,2025-05-02,Reserved,True
978-1-386-57136-0,Monitored interactive toolset,Gerald McCarthy-Gray,Young Adult,1963,2,2019-11-25,Available,True
978-1-946893-18-5,Innovative human-resource moderator,Abigail Oliver,Young Adult,1986,6,2020-01-10,Reserved,True
978-0-9617726-2-8,Automated methodical structure,Lisa Atkinson-Taylor,Young Adult,2011,6,2018-03-19,Reserved,True
978-0-497-79141-4,Switchable background process improvement,Vincent Hall-Jones,Young Adult,2021,5,2021-03-01,Damaged,True
978-0-210-88148-4,Team-oriented holistic secured line,Gregory Davis,Non-Fiction,1992,0,2025-10-11,Missing,True
978-0-7137-7443-6,User-friendly analyzing ability,Ms Karen Burrows,Children,1995,0,2017-02-01,Available,True
978-1-58116-692-7,Configurable multi-tasking methodology,Ann Johnston,Children,1981,9,2016-08-10,Missing,True
